galaxy,radius,mu,kill,error
UGC07323,29.55,19.224,1,0.017
UGC07323,32.50,19.283,1,0.018
UGC07323,35.75,19.368,1,0.019
UGC07323,39.33,19.461,1,0.021
UGC07323,43.26,19.524,1,0.022
UGC07323,47.59,19.643,1,0.025
UGC07323,52.35,19.707,1,0.026
UGC07323,57.58,19.788,1,0.028
UGC07323,63.34,19.918,1,0.031
UGC07323,69.68,20.042,1,0.033
UGC07323,76.64,20.145,1,0.036
UGC07323,84.31,20.246,1,0.040
UGC07323,92.74,20.383,1,0.045
UGC07323,102.01,20.517,1,0.052
UGC07323,112.21,20.718,1,0.061
UGC07323,123.43,20.981,1,0.077
UGC07323,135.78,21.363,1,0.108
UGC07323,149.36,21.771,1,0.151
UGC07323,164.29,22.241,1,0.224
UGC07323,180.72,22.764,1,0.342
UGC07323,198.79,23.532,1,0.607
UGC07323,218.67,25.924,0,2.227
UGC07323,240.54,25.062,0,1.524
NGC5055,0.65,12.239,1,0.002
NGC5055,0.72,12.258,1,0.002
NGC5055,0.79,12.283,1,0.003
NGC5055,0.87,12.314,1,0.004
NGC5055,0.96,12.361,1,0.003
NGC5055,1.05,12.416,1,0.004
NGC5055,1.16,12.471,1,0.004
NGC5055,1.27,12.536,1,0.004
NGC5055,1.40,12.621,1,0.004
NGC5055,1.54,12.708,1,0.004
NGC5055,1.69,12.806,1,0.004
NGC5055,1.86,12.913,1,0.004
NGC5055,2.05,13.045,1,0.004
NGC5055,2.25,13.178,1,0.006
NGC5055,2.48,13.298,1,0.005
NGC5055,2.73,13.420,1,0.004
NGC5055,3.00,13.546,1,0.005
NGC5055,3.30,13.671,1,0.005
NGC5055,3.63,13.787,1,0.005
NGC5055,3.99,13.887,1,0.005
NGC5055,4.39,13.999,1,0.002
NGC5055,4.83,14.113,1,0.003
NGC5055,5.31,14.222,1,0.002
NGC5055,5.85,14.342,1,0.002
NGC5055,6.43,14.446,1,0.002
NGC5055,7.07,14.549,1,0.002
NGC5055,7.78,14.648,1,0.002
NGC5055,8.56,14.739,1,0.002
NGC5055,9.42,14.829,1,0.002
NGC5055,10.36,14.915,1,0.002
NGC5055,11.39,14.993,1,0.002
NGC5055,12.53,15.062,1,0.005
NGC5055,13.78,15.150,1,0.006
NGC5055,15.16,15.210,1,0.004
NGC5055,16.68,15.245,1,0.005
NGC5055,18.35,15.298,1,0.005
NGC5055,20.18,15.406,1,0.004
NGC5055,22.20,15.574,1,0.003
NGC5055,24.42,15.774,1,0.004
NGC5055,26.86,15.867,1,0.004
NGC5055,29.55,15.928,1,0.006
NGC5055,32.50,15.974,1,0.006
NGC5055,35.75,16.037,1,0.005
NGC5055,39.33,16.141,1,0.005
NGC5055,43.26,16.251,1,0.004
NGC5055,47.59,16.349,1,0.004
NGC5055,52.35,16.540,1,0.004
NGC5055,57.58,16.761,1,0.006
NGC5055,63.34,16.976,1,0.007
NGC5055,69.68,17.140,1,0.007
NGC5055,76.64,17.290,1,0.007
NGC5055,84.31,17.374,1,0.005
NGC5055,92.74,17.495,1,0.005
NGC5055,102.01,17.637,1,0.005
NGC5055,112.21,17.783,1,0.007
NGC5055,123.43,17.923,1,0.007
NGC5055,135.78,18.223,1,0.007
NGC5055,149.36,18.446,1,0.008
NGC5055,164.29,18.707,1,0.008
NGC5055,180.72,18.971,1,0.008
NGC5055,198.79,19.249,1,0.010
NGC5055,218.67,19.646,1,0.014
NGC5055,240.54,19.937,1,0.017
NGC5055,264.59,20.293,1,0.020
NGC5055,291.05,20.646,1,0.029
NGC5055,320.16,20.952,1,0.035
NGC5055,352.17,21.659,1,0.059
NGC5055,387.39,22.257,1,0.105
NGC5055,426.13,23.560,0,0.320
NGC5055,468.74,23.426,1,0.271
UGC00128,0.65,18.787,1,0.002
UGC00128,0.72,18.804,1,0.002
UGC00128,0.79,18.822,1,0.002
UGC00128,0.87,18.845,1,0.002
UGC00128,0.96,18.865,1,0.002
UGC00128,1.05,18.888,1,0.002
UGC00128,1.16,18.914,1,0.002
UGC00128,1.27,18.944,1,0.002
UGC00128,1.40,18.973,1,0.002
UGC00128,1.54,18.999,1,0.002
UGC00128,1.69,19.016,1,0.003
UGC00128,1.86,19.030,1,0.004
UGC00128,2.05,19.043,1,0.005
UGC00128,2.25,19.076,1,0.006
UGC00128,2.48,19.125,1,0.006
UGC00128,2.73,19.169,1,0.005
UGC00128,3.00,19.225,1,0.004
UGC00128,3.30,19.269,1,0.004
UGC00128,3.63,19.326,1,0.004
UGC00128,3.99,19.373,1,0.005
UGC00128,4.39,19.426,1,0.005
UGC00128,4.83,19.480,1,0.004
UGC00128,5.31,19.552,1,0.005
UGC00128,5.85,19.630,1,0.006
UGC00128,6.43,19.706,1,0.006
UGC00128,7.07,19.780,1,0.006
UGC00128,7.78,19.880,1,0.007
UGC00128,8.56,20.055,1,0.008
UGC00128,9.42,20.178,1,0.009
UGC00128,10.36,20.318,1,0.009
UGC00128,11.39,20.420,1,0.008
UGC00128,12.53,20.659,1,0.015
UGC00128,13.78,20.798,1,0.014
UGC00128,15.16,20.846,1,0.014
UGC00128,16.68,20.953,1,0.015
UGC00128,18.35,21.049,1,0.015
UGC00128,20.18,21.155,1,0.016
UGC00128,22.20,21.327,1,0.018
UGC00128,24.42,21.415,1,0.019
UGC00128,26.86,21.530,1,0.020
UGC00128,29.55,21.626,1,0.024
UGC00128,32.50,21.708,1,0.026
UGC00128,35.75,21.808,1,0.028
UGC00128,39.33,21.905,1,0.032
UGC00128,43.26,22.155,1,0.043
UGC00128,47.59,22.415,1,0.052
UGC00128,52.35,22.842,1,0.073
UGC00128,57.58,23.176,1,0.097
UGC00128,63.34,23.567,1,0.128
UGC00128,69.68,23.873,1,0.167
UGC00128,76.64,24.448,1,0.270
UGC00128,84.31,25.352,0,0.530
UGC00128,92.74,25.883,0,0.764
UGC00128,112.21,29.915,0,4.084
UGC00128,123.43,27.046,0,1.508
UGC00128,149.36,27.023,0,1.505
UGC00128,164.29,25.390,0,0.542
UGC00128,180.72,25.696,0,0.673
UGC00128,198.79,21.851,0,0.026
UGC00128,218.67,24.969,0,0.387
NGC6789,0.65,18.825,1,0.004
NGC6789,0.72,18.830,1,0.004
NGC6789,0.79,18.826,1,0.004
NGC6789,0.87,18.822,1,0.004
NGC6789,0.96,18.816,1,0.004
NGC6789,1.05,18.810,1,0.004
NGC6789,1.16,18.808,1,0.004
NGC6789,1.27,18.823,1,0.005
NGC6789,1.40,18.828,1,0.006
NGC6789,1.54,18.823,1,0.006
NGC6789,1.69,18.817,1,0.007
NGC6789,1.86,18.811,1,0.007
NGC6789,2.05,18.804,1,0.008
NGC6789,2.25,18.798,1,0.008
NGC6789,2.48,18.796,1,0.008
NGC6789,2.73,18.796,1,0.008
NGC6789,3.00,18.801,1,0.008
NGC6789,3.30,18.807,1,0.008
NGC6789,3.63,18.817,1,0.009
NGC6789,3.99,18.832,1,0.009
NGC6789,4.39,18.834,1,0.013
NGC6789,4.83,18.856,1,0.015
NGC6789,5.31,18.862,1,0.018
NGC6789,5.85,18.904,1,0.021
NGC6789,6.43,18.952,1,0.021
NGC6789,7.07,18.992,1,0.021
NGC6789,7.78,19.018,1,0.020
NGC6789,8.56,19.021,1,0.015
NGC6789,9.42,19.051,1,0.014
NGC6789,10.36,19.096,1,0.017
NGC6789,11.39,19.156,1,0.017
NGC6789,12.53,19.217,1,0.021
NGC6789,13.78,19.325,1,0.023
NGC6789,15.16,19.452,1,0.021
NGC6789,16.68,19.602,1,0.026
NGC6789,18.35,19.728,1,0.030
NGC6789,20.18,19.798,1,0.031
NGC6789,22.20,19.885,1,0.024
NGC6789,24.42,20.081,1,0.027
NGC6789,26.86,20.288,1,0.025
NGC6789,29.55,20.431,1,0.032
NGC6789,32.50,20.560,1,0.038
NGC6789,35.75,20.754,1,0.036
NGC6789,39.33,20.958,1,0.044
NGC6789,43.26,21.233,1,0.051
NGC6789,47.59,21.324,1,0.066
NGC6789,52.35,21.712,1,0.075
NGC6789,57.58,21.976,1,0.087
NGC6789,63.34,22.375,1,0.132
NGC6789,69.68,22.563,1,0.141
NGC6789,76.64,23.167,1,0.203
NGC6789,84.31,23.629,1,0.288
NGC6789,92.74,24.317,1,0.491
NGC6789,102.01,25.786,0,1.248
NGC6789,112.21,25.800,0,1.253
NGC6789,123.43,25.785,0,1.254
UGC07690,0.65,18.097,1,0.001
UGC07690,0.72,18.064,1,0.001
UGC07690,0.79,18.067,1,0.001
UGC07690,0.87,18.070,1,0.002
UGC07690,0.96,18.074,1,0.002
UGC07690,1.05,18.079,1,0.002
UGC07690,1.16,18.085,1,0.002
UGC07690,1.27,18.091,1,0.002
UGC07690,1.40,18.097,1,0.003
UGC07690,1.54,18.104,1,0.003
UGC07690,1.69,18.110,1,0.003
UGC07690,1.86,18.118,1,0.003
UGC07690,2.05,18.126,1,0.004
UGC07690,2.25,18.136,1,0.004
UGC07690,2.48,18.146,1,0.005
UGC07690,2.73,18.157,1,0.006
UGC07690,3.00,18.165,1,0.006
UGC07690,3.30,18.178,1,0.007
UGC07690,3.63,18.183,1,0.007
UGC07690,3.99,18.197,1,0.008
UGC07690,4.39,18.208,1,0.008
UGC07690,4.83,18.216,1,0.009
UGC07690,5.31,18.217,1,0.009
UGC07690,5.85,18.234,1,0.009
UGC07690,6.43,18.252,1,0.009
UGC07690,7.07,18.292,1,0.007
UGC07690,7.78,18.355,1,0.006
UGC07690,8.56,18.428,1,0.008
UGC07690,9.42,18.484,1,0.008
UGC07690,10.36,18.567,1,0.006
UGC07690,11.39,18.666,1,0.007
UGC07690,12.53,18.827,1,0.011
UGC07690,13.78,18.950,1,0.011
UGC07690,15.16,19.077,1,0.010
UGC07690,16.68,19.247,1,0.014
UGC07690,18.35,19.552,1,0.012
UGC07690,20.18,19.769,1,0.012
UGC07690,22.20,19.922,1,0.014
UGC07690,24.42,20.097,1,0.014
UGC07690,26.86,20.378,1,0.016
UGC07690,29.55,20.606,1,0.018
UGC07690,32.50,20.883,1,0.019
UGC07690,35.75,21.082,1,0.023
UGC07690,39.33,21.315,1,0.029
UGC07690,43.26,21.574,1,0.034
UGC07690,47.59,21.810,1,0.043
UGC07690,52.35,22.127,1,0.051
UGC07690,57.58,22.471,1,0.069
UGC07690,63.34,22.966,1,0.110
UGC07690,69.68,23.477,1,0.163
UGC07690,76.64,24.039,1,0.256
UGC07690,84.31,24.960,1,0.504
UGC07690,92.74,25.769,1,0.876
UGC07690,102.01,25.569,0,0.754
UGC07690,123.43,25.769,0,0.877
F571-V1,0.63,20.540,1,0.007
F571-V1,0.70,20.542,1,0.007
F571-V1,0.76,20.545,1,0.007
F571-V1,0.84,20.548,1,0.007
F571-V1,0.93,20.552,1,0.007
F571-V1,1.02,20.556,1,0.007
F571-V1,1.12,20.562,1,0.008
F571-V1,1.23,20.569,1,0.008
F571-V1,1.35,20.577,1,0.008
F571-V1,1.49,20.589,1,0.008
F571-V1,1.64,20.611,1,0.008
F571-V1,1.80,20.631,1,0.008
F571-V1,1.98,20.667,1,0.009
F571-V1,2.18,20.691,1,0.009
F571-V1,2.40,20.715,1,0.009
F571-V1,2.64,20.837,1,0.011
F571-V1,2.90,20.902,1,0.012
F571-V1,3.19,20.896,1,0.012
F571-V1,3.51,20.918,1,0.012
F571-V1,3.87,20.942,1,0.012
F571-V1,4.25,20.980,1,0.013
F571-V1,4.68,21.060,1,0.013
F571-V1,5.14,21.120,1,0.014
F571-V1,5.66,21.182,1,0.015
F571-V1,6.22,21.268,1,0.016
F571-V1,6.85,21.333,1,0.019
F571-V1,7.53,21.419,1,0.021
F571-V1,8.29,21.529,1,0.022
F571-V1,9.11,21.714,1,0.025
F571-V1,10.03,21.963,1,0.029
F571-V1,11.03,22.405,1,0.044
F571-V1,12.13,22.648,1,0.055
F571-V1,13.34,22.800,1,0.063
F571-V1,14.68,22.958,1,0.071
F571-V1,16.15,23.023,1,0.077
F571-V1,17.76,23.351,1,0.103
F571-V1,19.54,23.656,1,0.129
F571-V1,21.49,23.928,1,0.162
F571-V1,23.64,23.955,1,0.169
F571-V1,26.00,24.935,1,0.377
F571-V1,28.60,26.141,0,0.868
F571-V1,31.46,25.253,0,0.478
F571-V1,34.61,26.081,0,0.839
F571-V1,38.07,27.368,0,1.695
F571-V1,46.07,28.334,0,2.507
F571-V1,50.67,28.938,0,3.063
F571-V1,81.61,27.647,0,1.919
F571-V1,89.77,27.975,0,2.182
F571-V1,98.75,27.476,0,1.766
F571-V1,108.62,28.154,0,2.349
F571-V1,119.48,26.962,0,1.378
F571-V1,131.43,26.753,0,1.235
F571-V1,144.58,26.501,0,1.083
F571-V1,159.03,26.879,0,1.338
F571-V1,174.94,26.323,0,0.956
F571-V1,192.43,26.322,0,0.972
UGC01551,0.63,18.134,1,0.001
UGC01551,0.70,18.143,1,0.001
UGC01551,0.76,18.153,1,0.001
UGC01551,0.84,18.166,1,0.001
UGC01551,0.93,18.182,1,0.002
UGC01551,1.02,18.201,1,0.002
UGC01551,1.12,18.222,1,0.002
UGC01551,1.23,18.245,1,0.002
UGC01551,1.35,18.271,1,0.002
UGC01551,1.49,18.298,1,0.002
UGC01551,1.64,18.324,1,0.002
UGC01551,1.80,18.352,1,0.002
UGC01551,1.98,18.380,1,0.002
UGC01551,2.18,18.414,1,0.002
UGC01551,2.40,18.447,1,0.002
UGC01551,2.64,18.486,1,0.003
UGC01551,2.90,18.519,1,0.003
UGC01551,3.19,18.556,1,0.003
UGC01551,3.51,18.596,1,0.003
UGC01551,3.87,18.641,1,0.003
UGC01551,4.25,18.691,1,0.003
UGC01551,4.68,18.733,1,0.004
UGC01551,5.14,18.770,1,0.005
UGC01551,5.66,18.815,1,0.006
UGC01551,6.22,18.859,1,0.006
UGC01551,6.85,18.897,1,0.007
UGC01551,7.53,18.912,1,0.007
UGC01551,8.29,18.953,1,0.007
UGC01551,9.11,18.989,1,0.007
UGC01551,10.03,19.025,1,0.007
UGC01551,11.03,19.053,1,0.006
UGC01551,12.13,19.066,1,0.024
UGC01551,13.34,19.125,1,0.007
UGC01551,14.68,19.075,1,0.010
UGC01551,16.15,19.095,1,0.011
UGC01551,17.76,19.124,1,0.011
UGC01551,19.54,19.150,1,0.010
UGC01551,21.49,19.352,1,0.014
UGC01551,23.64,19.576,1,0.020
UGC01551,26.00,19.719,1,0.016
UGC01551,28.60,20.000,1,0.013
UGC01551,31.46,20.152,1,0.014
UGC01551,34.61,20.325,1,0.017
UGC01551,38.07,20.452,1,0.019
UGC01551,41.88,20.815,1,0.018
UGC01551,46.07,21.059,1,0.022
UGC01551,50.67,21.293,1,0.028
UGC01551,55.74,21.572,1,0.034
UGC01551,61.31,21.921,1,0.044
UGC01551,67.45,22.239,1,0.055
UGC01551,74.19,22.720,1,0.084
UGC01551,81.61,23.390,1,0.148
UGC01551,89.77,24.169,1,0.283
UGC01551,98.75,24.960,1,0.518
UGC01551,108.62,25.806,1,0.927
UGC01551,119.48,25.981,0,1.025
UGC01551,131.43,26.521,0,1.386
UGC01551,144.58,26.784,0,1.592
UGC01551,174.94,25.601,0,0.812
UGC01551,192.43,26.572,0,1.419
NGC4389,0.65,15.694,0,0.001
NGC4389,0.72,15.692,0,0.001
NGC4389,0.79,15.689,0,0.001
NGC4389,0.87,15.687,0,0.001
NGC4389,0.96,15.684,0,0.001
NGC4389,1.05,15.680,0,0.001
NGC4389,1.16,15.676,0,0.001
NGC4389,1.27,15.674,0,0.002
NGC4389,1.40,15.674,0,0.003
NGC4389,1.54,15.674,0,0.003
NGC4389,1.69,15.674,0,0.004
NGC4389,1.86,15.675,0,0.004
NGC4389,2.05,15.677,0,0.005
NGC4389,2.25,15.679,0,0.007
NGC4389,2.48,15.683,0,0.007
NGC4389,2.73,16.069,0,0.008
NGC4389,3.00,16.141,1,0.008
NGC4389,3.30,16.184,1,0.008
NGC4389,3.63,16.183,1,0.010
NGC4389,3.99,16.169,1,0.012
NGC4389,4.39,16.171,1,0.011
NGC4389,4.83,16.131,1,0.012
NGC4389,5.31,16.127,1,0.011
NGC4389,5.85,16.103,1,0.010
NGC4389,6.43,16.007,1,0.008
NGC4389,7.07,15.906,1,0.008
NGC4389,7.78,16.031,1,0.011
NGC4389,8.56,16.242,1,0.010
NGC4389,9.42,16.348,1,0.008
NGC4389,10.36,16.508,1,0.006
NGC4389,11.39,16.615,1,0.008
NGC4389,12.53,16.612,1,0.010
NGC4389,13.78,16.621,1,0.010
NGC4389,15.16,16.740,1,0.000
NGC4389,16.68,16.903,1,0.001
NGC4389,18.35,17.043,1,0.001
NGC4389,20.18,17.239,1,0.020
NGC4389,22.20,17.312,1,0.013
NGC4389,24.42,17.347,1,0.008
NGC4389,26.86,17.431,1,0.011
NGC4389,29.55,17.516,1,0.011
NGC4389,32.50,17.682,1,0.008
NGC4389,35.75,17.827,1,0.008
NGC4389,39.33,17.975,1,0.012
NGC4389,43.26,18.074,1,0.010
NGC4389,47.59,18.399,1,0.015
NGC4389,52.35,19.120,1,0.014
NGC4389,57.58,19.843,1,0.011
NGC4389,63.34,20.388,1,0.015
NGC4389,69.68,20.799,1,0.022
NGC4389,76.64,21.127,1,0.029
NGC4389,84.31,21.453,1,0.039
NGC4389,92.74,21.798,1,0.053
NGC4389,102.01,22.153,1,0.072
NGC4389,112.21,22.568,1,0.104
NGC4389,123.43,22.855,1,0.137
NGC4389,135.78,23.238,1,0.185
NGC4389,149.36,23.624,1,0.255
NGC4389,164.29,23.939,1,0.327
NGC4389,180.72,24.552,1,0.523
NGC4389,198.79,24.400,0,0.471
NGC4389,218.67,25.046,0,0.747
NGC4389,240.54,24.941,0,0.687
NGC4389,264.59,24.757,0,0.603
NGC4389,291.05,24.133,0,0.377
NGC4389,320.16,26.503,0,1.684
NGC4389,352.17,25.218,0,0.819
UGC05253,0.65,13.182,1,0.001
UGC05253,0.72,13.195,1,0.001
UGC05253,0.79,13.211,1,0.001
UGC05253,0.87,13.232,1,0.001
UGC05253,0.96,13.256,1,0.002
UGC05253,1.05,13.285,1,0.002
UGC05253,1.16,13.327,1,0.004
UGC05253,1.27,13.446,1,0.007
UGC05253,1.40,13.527,1,0.008
UGC05253,1.54,13.592,1,0.008
UGC05253,1.69,13.636,1,0.007
UGC05253,1.86,13.747,1,0.006
UGC05253,2.05,13.824,1,0.008
UGC05253,2.25,13.896,1,0.009
UGC05253,2.48,13.995,1,0.008
UGC05253,2.73,14.130,1,0.006
UGC05253,3.00,14.296,1,0.006
UGC05253,3.30,14.370,1,0.006
UGC05253,3.63,14.462,1,0.007
UGC05253,3.99,14.584,1,0.005
UGC05253,4.39,14.708,1,0.005
UGC05253,4.83,14.836,1,0.004
UGC05253,5.31,14.954,1,0.004
UGC05253,5.85,15.098,1,0.003
UGC05253,6.43,15.224,1,0.003
UGC05253,7.07,15.336,1,0.002
UGC05253,7.78,15.469,1,0.003
UGC05253,8.56,15.592,1,0.003
UGC05253,9.42,15.725,1,0.002
UGC05253,10.36,15.868,1,0.002
UGC05253,11.39,15.986,1,0.002
UGC05253,12.53,16.107,1,0.002
UGC05253,13.78,16.261,1,0.002
UGC05253,15.16,16.388,1,0.002
UGC05253,16.68,16.503,1,0.003
UGC05253,18.35,16.613,1,0.003
UGC05253,20.18,16.714,1,0.003
UGC05253,22.20,16.838,1,0.004
UGC05253,24.42,17.000,1,0.004
UGC05253,26.86,17.189,1,0.005
UGC05253,29.55,17.404,1,0.005
UGC05253,32.50,17.602,1,0.007
UGC05253,35.75,17.859,1,0.007
UGC05253,39.33,18.104,1,0.008
UGC05253,43.26,18.334,1,0.009
UGC05253,47.59,18.544,1,0.011
UGC05253,52.35,18.767,1,0.013
UGC05253,57.58,18.893,1,0.016
UGC05253,63.34,18.999,1,0.017
UGC05253,69.68,19.166,1,0.020
UGC05253,76.64,19.413,1,0.024
UGC05253,84.31,19.674,1,0.029
UGC05253,92.74,19.846,1,0.035
UGC05253,102.01,20.271,1,0.050
UGC05253,112.21,20.665,1,0.071
UGC05253,123.43,20.990,1,0.094
UGC05253,135.78,21.240,1,0.118
UGC05253,149.36,21.424,1,0.137
UGC05253,164.29,21.516,1,0.149
UGC05253,180.72,21.802,1,0.190
UGC05253,198.79,22.047,1,0.233
UGC05253,218.67,22.342,1,0.297
UGC05253,240.54,22.727,1,0.402
UGC05253,264.59,23.186,1,0.566
UGC05253,291.05,23.627,1,0.766
UGC05253,320.16,24.149,1,1.061
UGC05253,352.17,22.970,0,1.600
UGC05253,387.39,24.793,1,1.620
D512-2,2.40,20.209,1,0.008
D512-2,2.88,20.202,1,0.009
D512-2,3.46,20.201,1,0.010
D512-2,4.15,20.209,1,0.013
D512-2,4.98,20.221,1,0.014
D512-2,5.97,20.233,1,0.015
D512-2,7.17,20.278,1,0.014
D512-2,8.60,20.364,1,0.012
D512-2,10.32,20.509,1,0.013
D512-2,12.38,20.718,1,0.049
D512-2,14.86,20.932,1,0.046
D512-2,17.83,20.910,1,0.021
D512-2,21.40,21.070,1,0.022
D512-2,25.68,21.603,1,0.035
D512-2,30.81,21.997,1,0.040
D512-2,36.98,22.584,1,0.069
D512-2,44.37,22.827,1,0.089
D512-2,53.25,23.270,1,0.120
D512-2,63.90,23.997,1,0.227
D512-2,76.68,24.249,0,0.272
D512-2,92.01,24.928,0,0.455
D512-2,110.41,26.144,0,1.037
D512-2,132.49,28.235,0,2.692
D512-2,190.79,28.151,0,2.632
D512-2,329.69,26.339,0,1.234
UGC09284,0.65,14.452,1,0.002
UGC09284,0.72,14.477,1,0.002
UGC09284,0.79,14.509,1,0.002
UGC09284,0.87,14.547,1,0.003
UGC09284,0.96,14.590,1,0.003
UGC09284,1.05,14.641,1,0.004
UGC09284,1.16,14.699,1,0.004
UGC09284,1.27,14.766,1,0.005
UGC09284,1.40,14.842,1,0.005
UGC09284,1.54,14.931,1,0.005
UGC09284,1.69,15.019,1,0.005
UGC09284,1.86,15.120,1,0.005
UGC09284,2.05,15.260,1,0.004
UGC09284,2.25,15.386,1,0.006
UGC09284,2.48,15.525,1,0.008
UGC09284,2.73,15.692,1,0.010
UGC09284,3.00,15.856,1,0.011
UGC09284,3.30,16.023,1,0.009
UGC09284,3.63,16.178,1,0.008
UGC09284,3.99,16.344,1,0.007
UGC09284,4.39,16.495,1,0.006
UGC09284,4.83,16.627,1,0.006
UGC09284,5.31,16.748,1,0.005
UGC09284,5.85,16.860,1,0.005
UGC09284,6.43,16.961,1,0.006
UGC09284,7.07,17.051,1,0.007
UGC09284,7.78,17.126,1,0.008
UGC09284,8.56,17.193,1,0.010
UGC09284,9.42,17.261,1,0.012
UGC09284,10.36,17.321,1,0.014
UGC09284,11.39,17.365,1,0.015
UGC09284,12.53,17.402,1,0.021
UGC09284,13.78,17.470,1,0.038
UGC09284,15.16,18.075,1,0.031
UGC09284,16.68,18.176,1,0.025
UGC09284,18.35,18.685,1,0.019
UGC09284,20.18,19.120,1,0.026
UGC09284,22.20,19.443,1,0.026
UGC09284,24.42,19.730,1,0.031
UGC09284,26.86,19.943,1,0.036
UGC09284,29.55,20.130,1,0.035
UGC09284,32.50,20.368,1,0.038
UGC09284,35.75,20.597,1,0.043
UGC09284,39.33,20.885,1,0.045
UGC09284,43.26,21.209,1,0.054
UGC09284,47.59,21.608,1,0.071
UGC09284,52.35,22.259,1,0.114
UGC09284,57.58,22.750,1,0.167
UGC09284,63.34,23.187,1,0.237
UGC09284,69.68,23.716,1,0.363
UGC09284,76.64,24.220,1,0.531
UGC09284,84.31,24.878,1,0.834
UGC09284,92.74,24.889,1,0.839
UGC09284,102.01,25.748,1,1.382
UGC09284,112.21,26.667,1,2.113
F583-1,2.40,20.160,1,0.011
F583-1,2.88,20.200,1,0.012
F583-1,3.46,20.258,1,0.013
F583-1,4.15,20.338,1,0.013
F583-1,4.98,20.480,1,0.014
F583-1,5.97,20.652,1,0.018
F583-1,7.17,20.829,1,0.021
F583-1,8.60,21.214,1,0.028
F583-1,10.32,21.364,1,0.033
F583-1,12.38,21.395,1,0.035
F583-1,14.86,21.522,1,0.041
F583-1,17.83,21.585,1,0.044
F583-1,21.40,21.879,1,0.055
F583-1,25.68,22.256,1,0.070
F583-1,30.81,22.755,1,0.111
F583-1,36.98,23.364,1,0.182
F583-1,44.37,23.881,1,0.278
F583-1,53.25,24.418,1,0.423
F583-1,63.90,24.780,0,0.549
F583-1,76.68,25.872,0,1.117
F583-1,110.41,26.858,0,1.837
F563-V1,0.63,20.913,1,0.005
F563-V1,0.70,20.912,1,0.005
F563-V1,0.76,20.912,1,0.005
F563-V1,0.84,20.912,1,0.005
F563-V1,0.93,20.914,1,0.005
F563-V1,1.02,20.916,1,0.005
F563-V1,1.12,20.919,1,0.005
F563-V1,1.23,20.923,1,0.005
F563-V1,1.35,20.927,1,0.005
F563-V1,1.49,20.933,1,0.006
F563-V1,1.64,20.941,1,0.006
F563-V1,1.80,20.948,1,0.006
F563-V1,1.98,20.956,1,0.006
F563-V1,2.18,20.967,1,0.006
F563-V1,2.40,20.983,1,0.007
F563-V1,2.64,21.000,1,0.008
F563-V1,2.90,21.024,1,0.008
F563-V1,3.19,21.046,1,0.008
F563-V1,3.51,21.085,1,0.009
F563-V1,3.87,21.129,1,0.009
F563-V1,4.25,21.151,1,0.009
F563-V1,4.68,21.178,1,0.010
F563-V1,5.14,21.240,1,0.011
F563-V1,5.66,21.289,1,0.012
F563-V1,6.22,21.352,1,0.014
F563-V1,6.85,21.384,1,0.015
F563-V1,7.53,21.443,1,0.015
F563-V1,8.29,21.477,1,0.015
F563-V1,9.11,21.482,1,0.017
F563-V1,10.03,21.545,1,0.015
F563-V1,11.03,21.572,1,0.014
F563-V1,12.13,21.582,1,0.018
F563-V1,13.34,21.638,1,0.019
F563-V1,14.68,21.787,1,0.016
F563-V1,16.15,22.018,1,0.025
F563-V1,17.76,22.420,1,0.026
F563-V1,19.54,22.532,1,0.028
F563-V1,21.49,22.673,1,0.034
F563-V1,23.64,22.914,1,0.043
F563-V1,26.00,23.073,1,0.052
F563-V1,28.60,22.965,1,0.046
F563-V1,31.46,22.958,1,0.044
F563-V1,34.61,23.208,1,0.057
F563-V1,38.07,23.388,1,0.071
F563-V1,41.88,23.859,1,0.106
F563-V1,46.07,24.464,1,0.152
F563-V1,50.67,24.417,1,0.158
F563-V1,55.74,24.973,1,0.251
F563-V1,61.31,25.493,1,0.352
F563-V1,67.45,28.828,0,2.556
F563-V1,74.19,26.254,0,0.644
F563-V1,81.61,26.494,0,0.717
F563-V1,98.75,26.211,0,0.610
F563-V1,159.03,25.062,0,0.236
F563-V1,192.43,27.523,0,1.239
UGC07524,0.65,14.406,1,0.005
UGC07524,0.72,14.491,1,0.006
UGC07524,0.79,14.561,1,0.006
UGC07524,0.87,14.638,1,0.005
UGC07524,0.96,14.724,1,0.005
UGC07524,1.05,14.825,1,0.005
UGC07524,1.16,14.951,1,0.006
UGC07524,1.27,15.096,1,0.005
UGC07524,1.40,15.266,1,0.005
UGC07524,1.54,15.476,1,0.007
UGC07524,1.69,15.731,1,0.011
UGC07524,1.86,16.023,1,0.016
UGC07524,2.05,16.314,1,0.023
UGC07524,2.25,16.616,1,0.029
UGC07524,2.48,16.966,1,0.035
UGC07524,2.73,17.297,1,0.041
UGC07524,3.00,17.606,1,0.042
UGC07524,3.30,17.923,1,0.036
UGC07524,3.63,18.163,1,0.033
UGC07524,3.99,18.363,1,0.023
UGC07524,4.39,18.493,1,0.019
UGC07524,4.83,18.581,1,0.017
UGC07524,5.31,18.637,1,0.019
UGC07524,5.85,18.677,1,0.018
UGC07524,6.43,18.734,1,0.018
UGC07524,7.07,18.787,1,0.016
UGC07524,7.78,18.877,1,0.016
UGC07524,8.56,18.956,1,0.015
UGC07524,9.42,19.050,1,0.013
UGC07524,10.36,19.120,1,0.012
